X_world,Y_world,R_world
-6.786695008319997058e+00,7.657494067176847921e+02,7.025013055373476034e-02
-1.870254542988151414e+01,7.831830689279980788e+02,7.903139687295160365e-02
-1.368256000022268104e+01,7.737316705301627735e+02,5.268759791530107373e-02
-1.150085169689090492e+01,7.729717759013242357e+02,8.781266319216844696e-02
-1.241797062864460699e+01,7.842172126021357599e+02,6.146886423451791703e-02
-1.842198744575397740e+01,7.619685525465200726e+02,7.025013055373476034e-02
-7.688608359785037649e+00,7.647472880582681682e+02,8.781266319216844696e-02
-1.095778969462523378e+01,7.768229487367394768e+02,5.268759791530107373e-02
-1.398704324707161817e+01,7.642922410719712616e+02,8.781266319216844696e-02
-1.580775278045247489e+01,7.659840188205108689e+02,8.781266319216844696e-02
-1.326545500993666415e+01,7.626703417275637094e+02,7.903139687295160365e-02
-1.097301587287856783e+01,7.659170173443682188e+02,9.659392951138529027e-02
-1.771791072957267232e+01,7.595658803136839197e+02,7.025013055373476034e-02
-1.394551603068276968e+01,7.590989009145896489e+02,7.903139687295160365e-02
-2.122540512633170806e+01,7.736315266757384279e+02,5.268759791530107373e-02
-1.479901550712945379e+01,7.779328823336257983e+02,7.025013055373476034e-02
-1.507905074398175316e+01,7.763971163235810309e+02,6.146886423451791703e-02
-1.178278795326463779e+01,7.767739349822809345e+02,8.781266319216844696e-02
-1.542124260803778490e+01,7.598528735080269598e+02,8.781266319216844696e-02
-1.750388516155829777e+01,7.612983868623127819e+02,9.659392951138529027e-02
-1.184737398446806189e+01,8.129390557498300041e+02,1.229377284690358341e-01
-1.012120952056447543e+01,8.085043761793385784e+02,2.107503916612042949e-01
-1.080052353929407793e+01,7.901022291911834827e+02,1.931878590227705805e-01
-3.368606674043772120e+00,8.065338233261123833e+02,1.405002611074695207e-01
-2.026025185146265173e+01,8.043082034676793910e+02,1.405002611074695207e-01
-1.615177318953107033e+01,8.104198022058151309e+02,1.053751958306021475e-01
-1.007735375370741870e+01,7.996065771253576031e+02,1.053751958306021475e-01
-2.928537802715999661e+01,8.072228940798850090e+02,1.931878590227705805e-01
-1.795270189917695802e+01,7.987212415230821989e+02,1.229377284690358341e-01
-1.209916664324559399e+01,8.059607534972061558e+02,1.053751958306021475e-01
-1.406889808332825176e+01,8.062414443870400191e+02,1.053751958306021475e-01
-2.686055360419993221e+01,8.021851596228647168e+02,1.844065927035537511e-01
-1.059338953309848996e+01,7.954425696579194209e+02,1.229377284690358341e-01
-1.141165309542095585e+01,7.897566992502744370e+02,1.141564621498189908e-01
-9.420228261670141379e+00,8.035993456593284918e+02,1.141564621498189908e-01
-1.175658908018431603e+01,7.985061930891878319e+02,8.781266319216844696e-02
-8.544658805787900491e+00,8.042735677770596112e+02,7.025013055373476034e-02
-1.023853441959199451e+01,7.959771116021570379e+02,1.141564621498189908e-01
-2.607423054869010670e+01,8.047632051676168885e+02,2.195316579804211243e-01
-1.316053659949039911e+01,7.964726060864408055e+02,1.053751958306021475e-01
-9.832158820064254456e+00,8.137216539626624581e+02,8.781266319216844696e-02
-1.237327073933516353e+01,8.004879183018864524e+02,9.659392951138529027e-02
-1.471691088007167281e+01,7.947957305523098057e+02,1.141564621498189908e-01
-1.081327963733340525e+01,7.929506623837387451e+02,1.053751958306021475e-01
-8.678326005612634120e+00,8.020473477445843855e+02,8.781266319216844696e-02
-1.493528895693721203e+01,7.965893073967787359e+02,6.146886423451791703e-02
-1.680584500121439717e+01,8.078350416306208217e+02,1.580627937459032073e-01
-1.181902700388501515e+01,7.913398973381871429e+02,1.229377284690358341e-01
-1.030465621482879435e+01,8.008365044268259680e+02,1.053751958306021475e-01
-8.270348595224636057e+00,7.883063311822188552e+02,8.781266319216844696e-02
-9.999992280107514731e+00,8.056488651920452639e+02,7.903139687295160365e-02
-9.764826542904957662e+00,7.931565135304485921e+02,7.903139687295160365e-02
-1.359643817752396622e+01,7.870595399031792567e+02,7.903139687295160365e-02
-1.182470406774015892e+01,8.020603587249750035e+02,6.146886423451791703e-02
-1.737833312210031877e+01,7.912458410572868388e+02,4.390633159608422348e-02
-9.483576049839026467e+00,7.871562930039276580e+02,5.268759791530107373e-02
-1.048224864353827535e+01,8.007832253771949809e+02,5.268759791530107373e-02
-1.437551447477530608e+01,7.945343104560879510e+02,7.903139687295160365e-02
-9.631844277452794145e+00,7.908274661947006052e+02,7.025013055373476034e-02
-1.737515625171474198e+01,8.028441765040183782e+02,5.268759791530107373e-02
-1.884818099538249214e+01,8.069080869439113712e+02,7.903139687295160365e-02
-1.471801213862249469e+01,7.868459448166606762e+02,6.146886423451791703e-02
-1.523512876459673215e+01,7.969242510243736888e+02,7.025013055373476034e-02
-9.105523868903675933e+00,7.932564165049177518e+02,5.268759791530107373e-02
-1.317155678784643946e+01,7.958732209911378277e+02,5.268759791530107373e-02
-1.600574834137421476e+01,7.972020019051326472e+02,7.903139687295160365e-02
-4.672986361368316466e+00,7.938772832382604747e+02,7.903139687295160365e-02
-1.441618784801085695e+01,8.073349209449236241e+02,5.268759791530107373e-02
-5.209598180789582145e+00,8.030680746640947518e+02,7.025013055373476034e-02
-8.049505997314062355e+00,7.909300157982935389e+02,5.268759791530107373e-02
